method;N;M;threads;chunkSize;ExecutingTime;
Dynamic;190;190;5;101;0.0155388;
Dynamic;190;190;5;111;0.0171913;
Dynamic;190;190;5;121;0.0195332;
Dynamic;190;190;5;131;0.0208713;
Dynamic;190;190;5;141;0.0217711;
Dynamic;190;190;5;151;0.0231989;
Dynamic;190;190;5;161;0.0247491;
Dynamic;190;190;5;171;0.0319381;
Dynamic;190;190;5;181;0.0327235;
Dynamic;190;190;6;1;0.00496017;
Dynamic;190;190;6;11;0.00533541;
Dynamic;190;190;6;21;0.00678407;
Dynamic;190;190;6;31;0.00563072;
Dynamic;190;190;6;41;0.00655155;
Dynamic;190;190;6;51;0.00924472;
Dynamic;190;190;6;61;0.00969001;
Dynamic;190;190;6;71;0.0123707;
Dynamic;190;190;6;81;0.0168047;
Dynamic;190;190;6;91;0.014952;
Dynamic;190;190;6;101;0.0160007;
Dynamic;190;190;6;111;0.0170749;
Dynamic;190;190;6;121;0.0199095;
Dynamic;190;190;6;131;0.0219109;
Dynamic;190;190;6;141;0.0227577;
Dynamic;190;190;6;151;0.0232108;
Dynamic;190;190;6;161;0.0260016;
Dynamic;190;190;6;171;0.027152;
Dynamic;190;190;6;181;0.0288632;
Dynamic;190;190;7;1;0.0043547;
Dynamic;190;190;7;11;0.00501582;
Dynamic;190;190;7;21;0.00646565;
Dynamic;190;190;7;31;0.00481136;
Dynamic;190;190;7;41;0.00661194;
Dynamic;190;190;7;51;0.00820578;
Dynamic;190;190;7;61;0.00959148;
Dynamic;190;190;7;71;0.011577;
Dynamic;190;190;7;81;0.0126888;
Dynamic;190;190;7;91;0.0177637;
Dynamic;190;190;7;101;0.0159154;
Dynamic;190;190;7;111;0.017243;
Dynamic;190;190;7;121;0.0191182;
Dynamic;190;190;7;131;0.0200475;
Dynamic;190;190;7;141;0.0230826;
Dynamic;190;190;7;151;0.0232524;
Dynamic;190;190;7;161;0.024626;
Dynamic;190;190;7;171;0.0272248;
Dynamic;190;190;7;181;0.0277895;
Dynamic;190;190;8;1;0.00385803;
Dynamic;190;190;8;11;0.00503463;
Dynamic;190;190;8;21;0.00641969;
Dynamic;190;190;8;31;0.00482336;
Dynamic;190;190;8;41;0.00635104;
Dynamic;190;190;8;51;0.00846283;
Dynamic;190;190;8;61;0.00987263;
Dynamic;190;190;8;71;0.0119445;
Dynamic;190;190;8;81;0.0157496;
Dynamic;190;190;8;91;0.0176622;
Dynamic;190;190;8;101;0.0205856;
Dynamic;190;190;8;111;0.0173204;
Dynamic;190;190;8;121;0.0195978;
Dynamic;190;190;8;131;0.0199917;
Dynamic;190;190;8;141;0.022807;
Dynamic;190;190;8;151;0.0231461;
Dynamic;190;190;8;161;0.0245675;
Dynamic;190;190;8;171;0.0289574;
Dynamic;190;190;8;181;0.0276737;
Dynamic;200;200;1;1;0.0334655;
Dynamic;200;200;1;11;0.0336252;
Dynamic;200;200;1;21;0.0335377;
Dynamic;200;200;1;31;0.0334903;
Dynamic;200;200;1;41;0.0335661;
Dynamic;200;200;1;51;0.0334611;
Dynamic;200;200;1;61;0.033499;
Dynamic;200;200;1;71;0.0334696;
Dynamic;200;200;1;81;0.0334782;
Dynamic;200;200;1;91;0.0335765;
Dynamic;200;200;1;101;0.0334504;
Dynamic;200;200;1;111;0.0334687;
Dynamic;200;200;1;121;0.0334709;
Dynamic;200;200;1;131;0.0334599;
Dynamic;200;200;1;141;0.0335266;
Dynamic;200;200;1;151;0.0334463;
Dynamic;200;200;1;161;0.0334567;
Dynamic;200;200;1;171;0.0335107;
Dynamic;200;200;1;181;0.0334257;
Dynamic;200;200;1;191;0.0335355;
Dynamic;200;200;2;1;0.0167674;
Dynamic;200;200;2;11;0.0168895;
Dynamic;200;200;2;21;0.0175352;
Dynamic;200;200;2;31;0.0179128;
Dynamic;200;200;2;41;0.0197779;
Dynamic;200;200;2;51;0.0170152;
Dynamic;200;200;2;61;0.0204421;
Dynamic;200;200;2;71;0.0216402;
Dynamic;200;200;2;81;0.0199607;
Dynamic;200;200;2;91;0.0182609;
Dynamic;200;200;2;101;0.0169753;
Dynamic;200;200;2;111;0.0186608;
Dynamic;200;200;2;121;0.0202488;
Dynamic;200;200;2;131;0.0219069;
Dynamic;200;200;2;141;0.023661;
Dynamic;200;200;2;151;0.0253064;
Dynamic;200;200;2;161;0.0268972;
Dynamic;200;200;2;171;0.0285747;
Dynamic;200;200;2;181;0.0302203;
Dynamic;200;200;2;191;0.0319187;
Dynamic;200;200;3;1;0.0119523;
Dynamic;200;200;3;11;0.0129031;
Dynamic;200;200;3;21;0.0124538;
Dynamic;200;200;3;31;0.0129349;
Dynamic;200;200;3;41;0.0139257;
Dynamic;200;200;3;51;0.0166227;
Dynamic;200;200;3;61;0.0130661;
Dynamic;200;200;3;71;0.0119807;
Dynamic;200;200;3;81;0.0149986;
Dynamic;200;200;3;91;0.0152926;
Dynamic;200;200;3;101;0.0169132;
Dynamic;200;200;3;111;0.0186609;
Dynamic;200;200;3;121;0.0203835;
Dynamic;200;200;3;131;0.0220281;
Dynamic;200;200;3;141;0.0238576;
Dynamic;200;200;3;151;0.0253312;
Dynamic;200;200;3;161;0.0272864;
Dynamic;200;200;3;171;0.0288207;
Dynamic;200;200;3;181;0.0303058;
Dynamic;200;200;3;191;0.0318729;
Dynamic;200;200;4;1;0.0084513;
Dynamic;200;200;4;11;0.00919784;
Dynamic;200;200;4;21;0.0105571;
Dynamic;200;200;4;31;0.0104482;
Dynamic;200;200;4;41;0.0128914;
Dynamic;200;200;4;51;0.00877271;
Dynamic;200;200;4;61;0.0118642;
Dynamic;200;200;4;71;0.011994;
Dynamic;200;200;4;81;0.0142953;
Dynamic;200;200;4;91;0.0159369;
Dynamic;200;200;4;101;0.0170013;
Dynamic;200;200;4;111;0.0187471;
Dynamic;200;200;4;121;0.0214305;
Dynamic;200;200;4;131;0.0220627;
Dynamic;200;200;4;141;0.0246815;
Dynamic;200;200;4;151;0.0253077;
Dynamic;200;200;4;161;0.0269085;
Dynamic;200;200;4;171;0.0286599;
Dynamic;200;200;4;181;0.0324354;
Dynamic;200;200;4;191;0.0321016;
Dynamic;200;200;5;1;0.00694231;
Dynamic;200;200;5;11;0.00741335;
Dynamic;200;200;5;21;0.00747518;
Dynamic;200;200;5;31;0.0113594;
Dynamic;200;200;5;41;0.0072247;
Dynamic;200;200;5;51;0.00861926;
Dynamic;200;200;5;61;0.0106191;
Dynamic;200;200;5;71;0.0126095;
Dynamic;200;200;5;81;0.0143309;
Dynamic;200;200;5;91;0.0160798;
Dynamic;200;200;5;101;0.0174123;
Dynamic;200;200;5;111;0.0186309;
Dynamic;200;200;5;121;0.0214615;
Dynamic;200;200;5;131;0.0219849;
Dynamic;200;200;5;141;0.0245768;
Dynamic;200;200;5;151;0.0253213;
Dynamic;200;200;5;161;0.0270025;
Dynamic;200;200;5;171;0.0300975;
Dynamic;200;200;5;181;0.0314368;
Dynamic;200;200;5;191;0.0319939;
Dynamic;200;200;6;1;0.00587709;
Dynamic;200;200;6;11;0.00656789;
Dynamic;200;200;6;21;0.00767911;
Dynamic;200;200;6;31;0.00762602;
Dynamic;200;200;6;41;0.00849696;
Dynamic;200;200;6;51;0.00900271;
Dynamic;200;200;6;61;0.0108159;
Dynamic;200;200;6;71;0.0123272;
Dynamic;200;200;6;81;0.0145498;
Dynamic;200;200;6;91;0.0197106;
Dynamic;200;200;6;101;0.0191784;
Dynamic;200;200;6;111;0.0190977;
Dynamic;200;200;6;121;0.0219702;
Dynamic;200;200;6;131;0.0230621;
Dynamic;200;200;6;141;0.0236392;
Dynamic;200;200;6;151;0.0260311;
Dynamic;200;200;6;161;0.0281641;
Dynamic;200;200;6;171;0.0304661;
Dynamic;200;200;6;181;0.0306347;
Dynamic;200;200;6;191;0.0320711;
Dynamic;200;200;7;1;0.00492295;
Dynamic;200;200;7;11;0.00568107;
Dynamic;200;200;7;21;0.0071742;
Dynamic;200;200;7;31;0.00528744;
Dynamic;200;200;7;41;0.00720789;
Dynamic;200;200;7;51;0.00884644;
Dynamic;200;200;7;61;0.0105387;
Dynamic;200;200;7;71;0.0129272;
Dynamic;200;200;7;81;0.0140133;
Dynamic;200;200;7;91;0.016433;
Dynamic;200;200;7;101;0.0169703;
Dynamic;200;200;7;111;0.0197511;
Dynamic;200;200;7;121;0.0203233;
Dynamic;200;200;7;131;0.0227307;
Dynamic;200;200;7;141;0.0239657;
Dynamic;200;200;7;151;0.0254204;
Dynamic;200;200;7;161;0.0273916;
Dynamic;200;200;7;171;0.0288352;
Dynamic;200;200;7;181;0.0304191;
Dynamic;200;200;7;191;0.0347529;
Dynamic;200;200;8;1;0.00488291;
Dynamic;200;200;8;11;0.00709229;
Dynamic;200;200;8;21;0.00707602;
Dynamic;200;200;8;31;0.0057009;
Dynamic;200;200;8;41;0.00772009;
Dynamic;200;200;8;51;0.00938099;
Dynamic;200;200;8;61;0.010601;
Dynamic;200;200;8;71;0.0128292;
Dynamic;200;200;8;81;0.0142442;
Dynamic;200;200;8;91;0.0170841;
Dynamic;200;200;8;101;0.0184081;
Dynamic;200;200;8;111;0.0190957;
Dynamic;200;200;8;121;0.0207675;
Dynamic;200;200;8;131;0.0224368;
Dynamic;200;200;8;141;0.0242632;
Dynamic;200;200;8;151;0.0272766;
Dynamic;200;200;8;161;0.02877;
Dynamic;200;200;8;171;0.0290823;
Dynamic;200;200;8;181;0.0306406;
Dynamic;200;200;8;191;0.0337017;
Dynamic;210;210;1;1;0.0424016;
Dynamic;210;210;1;11;0.0409366;
Dynamic;210;210;1;21;0.0415228;
Dynamic;210;210;1;31;0.0404959;
Dynamic;210;210;1;41;0.0412841;
Dynamic;210;210;1;51;0.0421415;
Dynamic;210;210;1;61;0.0414896;
Dynamic;210;210;1;71;0.0431664;
Dynamic;210;210;1;81;0.0443269;
Dynamic;210;210;1;91;0.0413582;
Dynamic;210;210;1;101;0.0421439;
Dynamic;210;210;1;111;0.04227;
Dynamic;210;210;1;121;0.0406697;
Dynamic;210;210;1;131;0.040907;
Dynamic;210;210;1;141;0.0421016;
Dynamic;210;210;1;151;0.0406331;
Dynamic;210;210;1;161;0.0414072;
Dynamic;210;210;1;171;0.0428115;
Dynamic;210;210;1;181;0.0450998;
Dynamic;210;210;1;191;0.0461931;
Dynamic;210;210;1;201;0.0439527;
Dynamic;210;210;2;1;0.0213638;
Dynamic;210;210;2;11;0.0212516;
Dynamic;210;210;2;21;0.0209222;
Dynamic;210;210;2;31;0.0224184;
Dynamic;210;210;2;41;0.0233903;
Dynamic;210;210;2;51;0.0200338;
Dynamic;210;210;2;61;0.0251246;
Dynamic;210;210;2;71;0.027324;
Dynamic;210;210;2;81;0.023994;
Dynamic;210;210;2;91;0.0221741;
Dynamic;210;210;2;101;0.0206749;
Dynamic;210;210;2;111;0.0225139;
Dynamic;210;210;2;121;0.0231812;
Dynamic;210;210;2;131;0.0262131;
Dynamic;210;210;2;141;0.0273106;
Dynamic;210;210;2;151;0.0295656;
Dynamic;210;210;2;161;0.0318173;
Dynamic;210;210;2;171;0.0338384;
Dynamic;210;210;2;181;0.0354349;
Dynamic;210;210;2;191;0.0380315;
Dynamic;210;210;2;201;0.0392152;
Dynamic;210;210;3;1;0.0133591;
Dynamic;210;210;3;11;0.0143364;
Dynamic;210;210;3;21;0.0164247;
Dynamic;210;210;3;31;0.0170487;
Dynamic;210;210;3;41;0.0155086;
Dynamic;210;210;3;51;0.0192151;
Dynamic;210;210;3;61;0.0164243;
Dynamic;210;210;3;71;0.0154818;
Dynamic;210;210;3;81;0.0178108;
Dynamic;210;210;3;91;0.0198266;
Dynamic;210;210;3;101;0.0202599;
Dynamic;210;210;3;111;0.0205817;
Dynamic;210;210;3;121;0.0255069;
Dynamic;210;210;3;131;0.0258442;
Dynamic;210;210;3;141;0.0271352;
Dynamic;210;210;3;151;0.0298664;
Dynamic;210;210;3;161;0.0311465;
Dynamic;210;210;3;171;0.0338695;
Dynamic;210;210;3;181;0.0358308;
Dynamic;210;210;3;191;0.0372526;
Dynamic;210;210;3;201;0.0426124;
Dynamic;210;210;4;1;0.010204;
Dynamic;210;210;4;11;0.0107348;
Dynamic;210;210;4;21;0.0119791;
Dynamic;210;210;4;31;0.0128717;
Dynamic;210;210;4;41;0.0155877;
Dynamic;210;210;4;51;0.010573;
Dynamic;210;210;4;61;0.0148763;
Dynamic;210;210;4;71;0.0135184;
Dynamic;210;210;4;81;0.0156811;
Dynamic;210;210;4;91;0.0204208;
Dynamic;210;210;4;101;0.0210202;
Dynamic;210;210;4;111;0.020858;
Dynamic;210;210;4;121;0.0228558;
Dynamic;210;210;4;131;0.0294758;
Dynamic;210;210;4;141;0.0274857;
Dynamic;210;210;4;151;0.0301293;
Dynamic;210;210;4;161;0.0316562;
Dynamic;210;210;4;171;0.0332144;
Dynamic;210;210;4;181;0.0357534;
Dynamic;210;210;4;191;0.0379595;
Dynamic;210;210;4;201;0.040078;
Dynamic;210;210;5;1;0.00819478;
Dynamic;210;210;5;11;0.00830045;
Dynamic;210;210;5;21;0.00838573;
Dynamic;210;210;5;31;0.011452;
Dynamic;210;210;5;41;0.00850705;
Dynamic;210;210;5;51;0.00971596;
Dynamic;210;210;5;61;0.0116498;
Dynamic;210;210;5;71;0.0139241;
Dynamic;210;210;5;81;0.0166573;
Dynamic;210;210;5;91;0.0178329;
Dynamic;210;210;5;101;0.0227622;
Dynamic;210;210;5;111;0.0219984;
Dynamic;210;210;5;121;0.023028;
Dynamic;210;210;5;131;0.0262573;
Dynamic;210;210;5;141;0.0275348;
Dynamic;210;210;5;151;0.0301404;
Dynamic;210;210;5;161;0.0315691;
Dynamic;210;210;5;171;0.033376;
Dynamic;210;210;5;181;0.035426;
Dynamic;210;210;5;191;0.0382611;
Dynamic;210;210;5;201;0.0379431;
Dynamic;210;210;6;1;0.00666906;
Dynamic;210;210;6;11;0.00814814;
Dynamic;210;210;6;21;0.00834808;
Dynamic;210;210;6;31;0.0104258;
Dynamic;210;210;6;41;0.00797124;
Dynamic;210;210;6;51;0.0100037;
Dynamic;210;210;6;61;0.0119233;
Dynamic;210;210;6;71;0.0139108;
Dynamic;210;210;6;81;0.0156324;
Dynamic;210;210;6;91;0.0179935;
Dynamic;210;210;6;101;0.0225811;
Dynamic;210;210;6;111;0.0221355;
Dynamic;210;210;6;121;0.0237979;
Dynamic;210;210;6;131;0.0251865;
Dynamic;210;210;6;141;0.0265782;
Dynamic;210;210;6;151;0.0294196;
Dynamic;210;210;6;161;0.0312564;
Dynamic;210;210;6;171;0.0325959;
Dynamic;210;210;6;181;0.0337828;
Dynamic;210;210;6;191;0.0380448;
Dynamic;210;210;6;201;0.0394486;
Dynamic;210;210;7;1;0.00582859;
Dynamic;210;210;7;11;0.00623809;
Dynamic;210;210;7;21;0.00897067;
Dynamic;210;210;7;31;0.00584324;
Dynamic;210;210;7;41;0.00781909;
Dynamic;210;210;7;51;0.0117426;
Dynamic;210;210;7;61;0.0115597;
Dynamic;210;210;7;71;0.0135072;
Dynamic;210;210;7;81;0.0181892;
Dynamic;210;210;7;91;0.0179919;
Dynamic;210;210;7;101;0.0204838;
Dynamic;210;210;7;111;0.0207124;
Dynamic;210;210;7;121;0.0225647;
Dynamic;210;210;7;131;0.0294506;
Dynamic;210;210;7;141;0.0271626;
Dynamic;210;210;7;151;0.0287778;
Dynamic;210;210;7;161;0.0301715;
Dynamic;210;210;7;171;0.0327479;
Dynamic;210;210;7;181;0.034618;
Dynamic;210;210;7;191;0.0379139;
Dynamic;210;210;7;201;0.0464092;
Dynamic;210;210;8;1;0.00577216;
Dynamic;210;210;8;11;0.00801944;
Dynamic;210;210;8;21;0.00800694;
Dynamic;210;210;8;31;0.0067224;
Dynamic;210;210;8;41;0.00896199;
Dynamic;210;210;8;51;0.00999546;
Dynamic;210;210;8;61;0.0121788;
Dynamic;210;210;8;71;0.013915;
Dynamic;210;210;8;81;0.0156305;
Dynamic;210;210;8;91;0.0203752;
Dynamic;210;210;8;101;0.0205454;
Dynamic;210;210;8;111;0.0251489;
Dynamic;210;210;8;121;0.0229015;
Dynamic;210;210;8;131;0.02551;
Dynamic;210;210;8;141;0.0271365;
Dynamic;210;210;8;151;0.0288434;
Dynamic;210;210;8;161;0.0315871;
Dynamic;210;210;8;171;0.0320633;
Dynamic;210;210;8;181;0.0358407;
Dynamic;210;210;8;191;0.0406341;
Dynamic;210;210;8;201;0.0391863;
Dynamic;220;220;1;1;0.0504133;
Dynamic;220;220;1;11;0.0527965;
Dynamic;220;220;1;21;0.0516904;
Dynamic;220;220;1;31;0.050054;
Dynamic;220;220;1;41;0.0503249;
Dynamic;220;220;1;51;0.0490627;
Dynamic;220;220;1;61;0.0475937;
Dynamic;220;220;1;71;0.0509079;
Dynamic;220;220;1;81;0.047356;
Dynamic;220;220;1;91;0.0514941;
Dynamic;220;220;1;101;0.0528999;
Dynamic;220;220;1;111;0.0472253;
Dynamic;220;220;1;121;0.0474813;
Dynamic;220;220;1;131;0.0499385;
Dynamic;220;220;1;141;0.0503141;
Dynamic;220;220;1;151;0.0490702;
Dynamic;220;220;1;161;0.0519054;
Dynamic;220;220;1;171;0.0517872;
Dynamic;220;220;1;181;0.0522836;
Dynamic;220;220;1;191;0.0496813;
Dynamic;220;220;1;201;0.052507;
Dynamic;220;220;1;211;0.0499557;
Dynamic;220;220;2;1;0.0229642;
Dynamic;220;220;2;11;0.0245993;
Dynamic;220;220;2;21;0.0233814;
Dynamic;220;220;2;31;0.026152;
Dynamic;220;220;2;41;0.0248803;
Dynamic;220;220;2;51;0.024025;
Dynamic;220;220;2;61;0.0262656;
Dynamic;220;220;2;71;0.0322819;
Dynamic;220;220;2;81;0.0300472;
Dynamic;220;220;2;91;0.0290613;
Dynamic;220;220;2;101;0.0251746;
Dynamic;220;220;2;111;0.0232069;
Dynamic;220;220;2;121;0.0274036;
Dynamic;220;220;2;131;0.0287851;
Dynamic;220;220;2;141;0.0320483;
Dynamic;220;220;2;151;0.0340442;
Dynamic;220;220;2;161;0.0342504;
Dynamic;220;220;2;171;0.0362478;
Dynamic;220;220;2;181;0.0398613;
Dynamic;220;220;2;191;0.0410168;
Dynamic;220;220;2;201;0.0457711;
Dynamic;220;220;2;211;0.0461068;
Dynamic;220;220;3;1;0.0154608;
Dynamic;220;220;3;11;0.0159987;
Dynamic;220;220;3;21;0.0172561;
Dynamic;220;220;3;31;0.0189108;
Dynamic;220;220;3;41;0.0174421;
Dynamic;220;220;3;51;0.0208077;
Dynamic;220;220;3;61;0.0202179;
Dynamic;220;220;3;71;0.0158103;
Dynamic;220;220;3;81;0.0169545;
Dynamic;220;220;3;91;0.0195504;
Dynamic;220;220;3;101;0.0224564;
Dynamic;220;220;3;111;0.0247914;
Dynamic;220;220;3;121;0.0270882;
Dynamic;220;220;3;131;0.0300985;
Dynamic;220;220;3;141;0.0317928;
Dynamic;220;220;3;151;0.0341037;
Dynamic;220;220;3;161;0.0342969;
Dynamic;220;220;3;171;0.0369376;
Dynamic;220;220;3;181;0.0368748;
Dynamic;220;220;3;191;0.0435909;
Dynamic;220;220;3;201;0.0450646;
Dynamic;220;220;3;211;0.0493151;
Dynamic;220;220;4;1;0.0115938;
Dynamic;220;220;4;11;0.0117288;
Dynamic;220;220;4;21;0.0129349;
Dynamic;220;220;4;31;0.0139161;
Dynamic;220;220;4;41;0.0168487;
Dynamic;220;220;4;51;0.0135759;
Dynamic;220;220;4;61;0.0132588;
Dynamic;220;220;4;71;0.0158156;
Dynamic;220;220;4;81;0.017535;
Dynamic;220;220;4;91;0.0195248;
Dynamic;220;220;4;101;0.021991;
Dynamic;220;220;4;111;0.0243688;
Dynamic;220;220;4;121;0.0267817;
Dynamic;220;220;4;131;0.0294047;
Dynamic;220;220;4;141;0.0346154;
Dynamic;220;220;4;151;0.0308888;
Dynamic;220;220;4;161;0.0370765;
Dynamic;220;220;4;171;0.0366759;
Dynamic;220;220;4;181;0.0392432;
Dynamic;220;220;4;191;0.0405659;
Dynamic;220;220;4;201;0.0408341;
Dynamic;220;220;4;211;0.0514294;
Dynamic;220;220;5;1;0.0114838;
Dynamic;220;220;5;11;0.0111746;
Dynamic;220;220;5;21;0.0106781;
Dynamic;220;220;5;31;0.0127108;
Dynamic;220;220;5;41;0.0119803;
Dynamic;220;220;5;51;0.0126134;
Dynamic;220;220;5;61;0.0160981;
Dynamic;220;220;5;71;0.0150112;
Dynamic;220;220;5;81;0.0177412;
Dynamic;220;220;5;91;0.0199413;
Dynamic;220;220;5;101;0.022558;
Dynamic;220;220;5;111;0.0232661;
Dynamic;220;220;5;121;0.0255675;
Dynamic;220;220;5;131;0.0329383;
Dynamic;220;220;5;141;0.0339405;
Dynamic;220;220;5;151;0.0314337;
Dynamic;220;220;5;161;0.0347418;
Dynamic;220;220;5;171;0.0369891;
Dynamic;220;220;5;181;0.0382222;
Dynamic;220;220;5;191;0.0415957;
Dynamic;220;220;5;201;0.0488456;
Dynamic;220;220;5;211;0.0450679;
Dynamic;220;220;6;1;0.00945226;
Dynamic;220;220;6;11;0.00894051;
Dynamic;220;220;6;21;0.00927317;
Dynamic;220;220;6;31;0.0129567;
Dynamic;220;220;6;41;0.00995831;
Dynamic;220;220;6;51;0.010977;
Dynamic;220;220;6;61;0.0135367;
Dynamic;220;220;6;71;0.0154303;
Dynamic;220;220;6;81;0.0171707;
Dynamic;220;220;6;91;0.0215471;
Dynamic;220;220;6;101;0.0230999;
Dynamic;220;220;6;111;0.0234979;
Dynamic;220;220;6;121;0.0261293;
Dynamic;220;220;6;131;0.0268083;
Dynamic;220;220;6;141;0.0307963;
Dynamic;220;220;6;151;0.0356425;
Dynamic;220;220;6;161;0.0341194;
Dynamic;220;220;6;171;0.0365858;
Dynamic;220;220;6;181;0.0379481;
Dynamic;220;220;6;191;0.0407511;
Dynamic;220;220;6;201;0.0427861;
Dynamic;220;220;6;211;0.0507124;
Dynamic;220;220;7;1;0.00954233;
Dynamic;220;220;7;11;0.010955;
Dynamic;220;220;7;21;0.0109789;
Dynamic;220;220;7;31;0.0126817;
Dynamic;220;220;7;41;0.0161037;
Dynamic;220;220;7;51;0.016029;
Dynamic;220;220;7;61;0.0213509;
Dynamic;220;220;7;71;0.0296739;
Dynamic;220;220;7;81;0.0167404;
Dynamic;220;220;7;91;0.0199413;
Dynamic;220;220;7;101;0.0267577;
Dynamic;220;220;7;111;0.0238737;
Dynamic;220;220;7;121;0.0281467;
Dynamic;220;220;7;131;0.030739;
Dynamic;220;220;7;141;0.030472;
Dynamic;220;220;7;151;0.0376554;
Dynamic;220;220;7;161;0.0382966;
Dynamic;220;220;7;171;0.0525501;
Dynamic;220;220;7;181;0.0479974;
Dynamic;220;220;7;191;0.0432561;
Dynamic;220;220;7;201;0.0480738;
Dynamic;220;220;7;211;0.0431719;
Dynamic;220;220;8;1;0.00592944;
Dynamic;220;220;8;11;0.00884705;
Dynamic;220;220;8;21;0.0104751;
Dynamic;220;220;8;31;0.00795136;
Dynamic;220;220;8;41;0.00967238;
Dynamic;220;220;8;51;0.0129395;
Dynamic;220;220;8;61;0.0152922;
Dynamic;220;220;8;71;0.0162244;
Dynamic;220;220;8;81;0.018567;
Dynamic;220;220;8;91;0.0209222;
Dynamic;220;220;8;101;0.0224116;
Dynamic;220;220;8;111;0.0243009;
Dynamic;220;220;8;121;0.0274297;
Dynamic;220;220;8;131;0.029455;
Dynamic;220;220;8;141;0.043175;
Dynamic;220;220;8;151;0.0321656;
Dynamic;220;220;8;161;0.0342591;
Dynamic;220;220;8;171;0.0364241;
Dynamic;220;220;8;181;0.0370053;
Dynamic;220;220;8;191;0.0459945;
Dynamic;220;220;8;201;0.0474862;
Dynamic;220;220;8;211;0.0486148;
Dynamic;230;230;1;1;0.0517497;
Dynamic;230;230;1;11;0.0523606;
Dynamic;230;230;1;21;0.0515899;
Dynamic;230;230;1;31;0.0517847;
Dynamic;230;230;1;41;0.0528905;
Dynamic;230;230;1;51;0.0515291;
Dynamic;230;230;1;61;0.0510388;
Dynamic;230;230;1;71;0.0518673;
Dynamic;230;230;1;81;0.0510216;
Dynamic;230;230;1;91;0.0513793;
Dynamic;230;230;1;101;0.0509733;
Dynamic;230;230;1;111;0.0528412;
Dynamic;230;230;1;121;0.0527247;
Dynamic;230;230;1;131;0.0520481;
Dynamic;230;230;1;141;0.0516579;
Dynamic;230;230;1;151;0.05087;
Dynamic;230;230;1;161;0.0510417;
Dynamic;230;230;1;171;0.0509448;
Dynamic;230;230;1;181;0.0508496;
Dynamic;230;230;1;191;0.0509204;
Dynamic;230;230;1;201;0.0509142;
Dynamic;230;230;1;211;0.0508615;
Dynamic;230;230;1;221;0.0510221;
Dynamic;230;230;2;1;0.0257008;
Dynamic;230;230;2;11;0.0265512;
Dynamic;230;230;2;21;0.0276469;
Dynamic;230;230;2;31;0.0275543;
Dynamic;230;230;2;41;0.0274113;
Dynamic;230;230;2;51;0.0282872;
Dynamic;230;230;2;61;0.0276059;
Dynamic;230;230;2;71;0.0314799;
Dynamic;230;230;2;81;0.0330153;
Dynamic;230;230;2;91;0.0307511;
Dynamic;230;230;2;101;0.0285905;
Dynamic;230;230;2;111;0.0262218;
Dynamic;230;230;2;121;0.0269022;
Dynamic;230;230;2;131;0.0291031;
Dynamic;230;230;2;141;0.0314798;
Dynamic;230;230;2;151;0.0336887;
Dynamic;230;230;2;161;0.0358135;
Dynamic;230;230;2;171;0.0381605;
Dynamic;230;230;2;181;0.0404327;
Dynamic;230;230;2;191;0.0425293;
Dynamic;230;230;2;201;0.0447175;
Dynamic;230;230;2;211;0.0470128;
Dynamic;230;230;2;221;0.0492591;
Dynamic;230;230;3;1;0.0171163;
Dynamic;230;230;3;11;0.0171451;
Dynamic;230;230;3;21;0.0185233;
Dynamic;230;230;3;31;0.0206441;
Dynamic;230;230;3;41;0.0182065;
Dynamic;230;230;3;51;0.0226847;
Dynamic;230;230;3;61;0.0239781;
Dynamic;230;230;3;71;0.019509;
Dynamic;230;230;3;81;0.0179891;
Dynamic;230;230;3;91;0.020744;
Dynamic;230;230;3;101;0.0224804;
Dynamic;230;230;3;111;0.0246799;
Dynamic;230;230;3;121;0.0268034;
Dynamic;230;230;3;131;0.0290148;
Dynamic;230;230;3;141;0.0313701;
Dynamic;230;230;3;151;0.0338464;
Dynamic;230;230;3;161;0.035881;
Dynamic;230;230;3;171;0.0379888;
Dynamic;230;230;3;181;0.0402088;
Dynamic;230;230;3;191;0.0422773;
Dynamic;230;230;3;201;0.0445736;
Dynamic;230;230;3;211;0.0472445;
Dynamic;230;230;3;221;0.0495056;
Dynamic;230;230;4;1;0.0135545;
Dynamic;230;230;4;11;0.0145122;
Dynamic;230;230;4;21;0.0140876;
Dynamic;230;230;4;31;0.0138791;
Dynamic;230;230;4;41;0.0183879;
Dynamic;230;230;4;51;0.0172526;
Dynamic;230;230;4;61;0.0136872;
Dynamic;230;230;4;71;0.015923;
Dynamic;230;230;4;81;0.0184099;
Dynamic;230;230;4;91;0.0202698;
Dynamic;230;230;4;101;0.0224103;
Dynamic;230;230;4;111;0.0248762;
Dynamic;230;230;4;121;0.0269347;
Dynamic;230;230;4;131;0.029386;
Dynamic;230;230;4;141;0.0321742;
Dynamic;230;230;4;151;0.033614;
Dynamic;230;230;4;161;0.0357595;
Dynamic;230;230;4;171;0.0379218;
Dynamic;230;230;4;181;0.0402094;
Dynamic;230;230;4;191;0.0423336;
Dynamic;230;230;4;201;0.0454886;
Dynamic;230;230;4;211;0.046827;
Dynamic;230;230;4;221;0.0493597;
Dynamic;230;230;5;1;0.0103808;
Dynamic;230;230;5;11;0.0119919;
Dynamic;230;230;5;21;0.0137277;
Dynamic;230;230;5;31;0.0139423;
Dynamic;230;230;5;41;0.0148749;
