method;N;M;threads;chunkSize;ExecutingTime;
Dynamic;270;270;1;91;0.0827728;
Guided;270;270;1;91;0.0832893;
Static;270;270;1;101;0.0828237;
Dynamic;270;270;1;101;0.0828422;
Guided;270;270;1;101;0.0833263;
Static;270;270;1;111;0.0828385;
Dynamic;270;270;1;111;0.0829136;
Guided;270;270;1;111;0.0830014;
Static;270;270;1;121;0.0829138;
Dynamic;270;270;1;121;0.0828521;
Guided;270;270;1;121;0.0827918;
Static;270;270;1;131;0.0826237;
Dynamic;270;270;1;131;0.0828654;
Guided;270;270;1;131;0.0828737;
Static;270;270;1;141;0.0828823;
Dynamic;270;270;1;141;0.0827914;
Guided;270;270;1;141;0.0829392;
Static;270;270;1;151;0.0827008;
Dynamic;270;270;1;151;0.0827559;
Guided;270;270;1;151;0.0828624;
Static;270;270;1;161;0.0827656;
Dynamic;270;270;1;161;0.0829976;
Guided;270;270;1;161;0.083038;
Static;270;270;1;171;0.0827845;
Dynamic;270;270;1;171;0.0827547;
Guided;270;270;1;171;0.0828411;
Static;270;270;1;181;0.082822;
Dynamic;270;270;1;181;0.0828206;
Guided;270;270;1;181;0.0829632;
Static;270;270;1;191;0.0828091;
Dynamic;270;270;1;191;0.0828503;
Guided;270;270;1;191;0.0827587;
Static;270;270;1;201;0.0827203;
Dynamic;270;270;1;201;0.083357;
Guided;270;270;1;201;0.0834712;
Static;270;270;1;211;0.0826071;
Dynamic;270;270;1;211;0.0825975;
Guided;270;270;1;211;0.0824938;
Static;270;270;1;221;0.0824371;
Dynamic;270;270;1;221;0.08265;
Guided;270;270;1;221;0.0827092;
Static;270;270;1;231;0.0826178;
Dynamic;270;270;1;231;0.0824618;
Guided;270;270;1;231;0.0825963;
Static;270;270;1;241;0.0826;
Dynamic;270;270;1;241;0.0829585;
Guided;270;270;1;241;0.082561;
Static;270;270;1;251;0.0825503;
Dynamic;270;270;1;251;0.0825982;
Guided;270;270;1;251;0.0826901;
Static;270;270;1;261;0.082656;
Dynamic;270;270;1;261;0.0825571;
Guided;270;270;1;261;0.0827705;
Runtime;270;270;1;not defined;0.0825934;
Static;270;270;2;1;0.0418269;
Dynamic;270;270;2;1;0.0415618;
Guided;270;270;2;1;0.0413474;
Static;270;270;2;11;0.0423362;
Dynamic;270;270;2;11;0.0420979;
Guided;270;270;2;11;0.0413801;
Static;270;270;2;21;0.0443588;
Dynamic;270;270;2;21;0.0441256;
Guided;270;270;2;21;0.0413681;
Static;270;270;2;31;0.0446552;
Dynamic;270;270;2;31;0.0447317;
Guided;270;270;2;31;0.0417235;
Static;270;270;2;41;0.0453375;
Dynamic;270;270;2;41;0.0450469;
Guided;270;270;2;41;0.0418327;
Static;270;270;2;51;0.0474215;
Dynamic;270;270;2;51;0.0472529;
Guided;270;270;2;51;0.0416388;
Static;270;270;2;61;0.0454159;
Dynamic;270;270;2;61;0.0454161;
Guided;270;270;2;61;0.0415763;
Static;270;270;2;71;0.0434699;
Dynamic;270;270;2;71;0.0434762;
Guided;270;270;2;71;0.0415075;
Static;270;270;2;81;0.0497761;
Dynamic;270;270;2;81;0.0495956;
Guided;270;270;2;81;0.0433985;
Static;270;270;2;91;0.0550261;
Dynamic;270;270;2;91;0.0547511;
Guided;270;270;2;91;0.041401;
Static;270;270;2;101;0.0519284;
Dynamic;270;270;2;101;0.0518991;
Guided;270;270;2;101;0.0424324;
Static;270;270;2;111;0.0486027;
Dynamic;270;270;2;111;0.0488082;
Guided;270;270;2;111;0.0422929;
Static;270;270;2;121;0.0456705;
Dynamic;270;270;2;121;0.0456268;
Guided;270;270;2;121;0.0414941;
Static;270;270;2;131;0.0427304;
Dynamic;270;270;2;131;0.043779;
Guided;270;270;2;131;0.0415506;
Static;270;270;2;141;0.0435017;
Dynamic;270;270;2;141;0.0432758;
Guided;270;270;2;141;0.0432694;
Static;270;270;2;151;0.0462136;
Dynamic;270;270;2;151;0.0465172;
Guided;270;270;2;151;0.046393;
Static;270;270;2;161;0.0495456;
Dynamic;270;270;2;161;0.0494554;
Guided;270;270;2;161;0.0495256;
Static;270;270;2;171;0.0525488;
Dynamic;270;270;2;171;0.0523804;
Guided;270;270;2;171;0.0527859;
Static;270;270;2;181;0.0562949;
Dynamic;270;270;2;181;0.0556459;
Guided;270;270;2;181;0.0555724;
Static;270;270;2;191;0.0585626;
Dynamic;270;270;2;191;0.0585741;
Guided;270;270;2;191;0.0585868;
Static;270;270;2;201;0.0617133;
Dynamic;270;270;2;201;0.0619495;
Guided;270;270;2;201;0.0616818;
Static;270;270;2;211;0.0648043;
Dynamic;270;270;2;211;0.0659432;
Guided;270;270;2;211;0.0648607;
Static;270;270;2;221;0.0677062;
Dynamic;270;270;2;221;0.0678291;
Guided;270;270;2;221;0.067687;
Static;270;270;2;231;0.0708968;
Dynamic;270;270;2;231;0.0708395;
Guided;270;270;2;231;0.0709956;
Static;270;270;2;241;0.0740675;
Dynamic;270;270;2;241;0.0737365;
Guided;270;270;2;241;0.0738913;
Static;270;270;2;251;0.0772703;
Dynamic;270;270;2;251;0.0780147;
Guided;270;270;2;251;0.0772293;
Static;270;270;2;261;0.0802557;
Dynamic;270;270;2;261;0.0804988;
Guided;270;270;2;261;0.0818508;
Runtime;270;270;2;not defined;0.0434752;
Static;270;270;3;1;0.0289718;
Dynamic;270;270;3;1;0.0282641;
Guided;270;270;3;1;0.0281033;
Static;270;270;3;11;0.0291208;
Dynamic;270;270;3;11;0.0286971;
Guided;270;270;3;11;0.0285242;
Static;270;270;3;21;0.031378;
Dynamic;270;270;3;21;0.0312205;
Guided;270;270;3;21;0.0281331;
Static;270;270;3;31;0.0285757;
Dynamic;270;270;3;31;0.0285983;
Guided;270;270;3;31;0.0292732;
Static;270;270;3;41;0.0326117;
Dynamic;270;270;3;41;0.0338743;
Guided;270;270;3;41;0.0304909;
Static;270;270;3;51;0.0314244;
Dynamic;270;270;3;51;0.0312575;
Guided;270;270;3;51;0.0314055;
Static;270;270;3;61;0.0375762;
Dynamic;270;270;3;61;0.037341;
Guided;270;270;3;61;0.0364597;
Static;270;270;3;71;0.0393237;
Dynamic;270;270;3;71;0.0391552;
Guided;270;270;3;71;0.0334393;
Static;270;270;3;81;0.0351116;
Dynamic;270;270;3;81;0.0331259;
Guided;270;270;3;81;0.0305969;
Static;270;270;3;91;0.0285934;
Dynamic;270;270;3;91;0.0280198;
Guided;270;270;3;91;0.0280609;
Static;270;270;3;101;0.0315127;
Dynamic;270;270;3;101;0.0309228;
Guided;270;270;3;101;0.0310892;
Static;270;270;3;111;0.0341821;
Dynamic;270;270;3;111;0.0341339;
Guided;270;270;3;111;0.0341442;
Static;270;270;3;121;0.0373118;
Dynamic;270;270;3;121;0.0372547;
Guided;270;270;3;121;0.0380543;
Static;270;270;3;131;0.0404399;
Dynamic;270;270;3;131;0.0402164;
Guided;270;270;3;131;0.0403442;
Static;270;270;3;141;0.0433025;
Dynamic;270;270;3;141;0.043378;
Guided;270;270;3;141;0.0435069;
Static;270;270;3;151;0.0478952;
Dynamic;270;270;3;151;0.0467638;
Guided;270;270;3;151;0.0464328;
Static;270;270;3;161;0.049883;
Dynamic;270;270;3;161;0.0502638;
Guided;270;270;3;161;0.0493712;
Static;270;270;3;171;0.0525422;
Dynamic;270;270;3;171;0.0524688;
Guided;270;270;3;171;0.0525202;
Static;270;270;3;181;0.0556955;
Dynamic;270;270;3;181;0.055787;
Guided;270;270;3;181;0.0556902;
Static;270;270;3;191;0.058549;
Dynamic;270;270;3;191;0.0585025;
Guided;270;270;3;191;0.0590788;
Static;270;270;3;201;0.0616811;
Dynamic;270;270;3;201;0.0615694;
Guided;270;270;3;201;0.0616857;
Static;270;270;3;211;0.0646204;
Dynamic;270;270;3;211;0.0649548;
Guided;270;270;3;211;0.064835;
Static;270;270;3;221;0.0679208;
Dynamic;270;270;3;221;0.0681066;
Guided;270;270;3;221;0.0679339;
Static;270;270;3;231;0.0710963;
Dynamic;270;270;3;231;0.0709105;
Guided;270;270;3;231;0.0709785;
Static;270;270;3;241;0.0738614;
Dynamic;270;270;3;241;0.0744866;
Guided;270;270;3;241;0.0743614;
Static;270;270;3;251;0.0782891;
Dynamic;270;270;3;251;0.0773693;
Guided;270;270;3;251;0.0774775;
Static;270;270;3;261;0.0808704;
Dynamic;270;270;3;261;0.0800282;
Guided;270;270;3;261;0.0806483;
Runtime;270;270;3;not defined;0.0278994;
Static;270;270;4;1;0.0212413;
Dynamic;270;270;4;1;0.0210273;
Guided;270;270;4;1;0.0210001;
Static;270;270;4;11;0.0223444;
Dynamic;270;270;4;11;0.0221108;
Guided;270;270;4;11;0.0223238;
Static;270;270;4;21;0.0253142;
Dynamic;270;270;4;21;0.02514;
Guided;270;270;4;21;0.0249349;
Static;270;270;4;31;0.0269099;
Dynamic;270;270;4;31;0.0261831;
Guided;270;270;4;31;0.0229621;
Static;270;270;4;41;0.0265488;
Dynamic;270;270;4;41;0.0253276;
Guided;270;270;4;41;0.025091;
Static;270;270;4;51;0.0320529;
Dynamic;270;270;4;51;0.0318852;
Guided;270;270;4;51;0.031412;
Static;270;270;4;61;0.0275634;
Dynamic;270;270;4;61;0.0271266;
Guided;270;270;4;61;0.0245517;
Static;270;270;4;71;0.0222907;
Dynamic;270;270;4;71;0.0221165;
Guided;270;270;4;71;0.0224287;
Static;270;270;4;81;0.0253337;
Dynamic;270;270;4;81;0.0272041;
Guided;270;270;4;81;0.0270966;
Static;270;270;4;91;0.0291686;
Dynamic;270;270;4;91;0.0306038;
Guided;270;270;4;91;0.030453;
Static;270;270;4;101;0.0320445;
Dynamic;270;270;4;101;0.0325346;
Guided;270;270;4;101;0.0323559;
Static;270;270;4;111;0.0354414;
Dynamic;270;270;4;111;0.036787;
Guided;270;270;4;111;0.0373476;
Static;270;270;4;121;0.0395272;
Dynamic;270;270;4;121;0.0389309;
Guided;270;270;4;121;0.0385587;
Static;270;270;4;131;0.0409995;
Dynamic;270;270;4;131;0.0407234;
Guided;270;270;4;131;0.0410103;
Static;270;270;4;141;0.0445104;
Dynamic;270;270;4;141;0.0442787;
Guided;270;270;4;141;0.0437176;
Static;270;270;4;151;0.0467121;
Dynamic;270;270;4;151;0.0471617;
Guided;270;270;4;151;0.0474856;
Static;270;270;4;161;0.0497577;
Dynamic;270;270;4;161;0.0515167;
Guided;270;270;4;161;0.0527342;
Static;270;270;4;171;0.0539586;
Dynamic;270;270;4;171;0.053403;
Guided;270;270;4;171;0.0531204;
Static;270;270;4;181;0.0581438;
Dynamic;270;270;4;181;0.0565955;
Guided;270;270;4;181;0.0560046;
Static;270;270;4;191;0.0594167;
Dynamic;270;270;4;191;0.0640484;
Guided;270;270;4;191;0.0603533;
Static;270;270;4;201;0.0637282;
Dynamic;270;270;4;201;0.06334;
Guided;270;270;4;201;0.063811;
Static;270;270;4;211;0.0662675;
Dynamic;270;270;4;211;0.0665063;
Guided;270;270;4;211;0.0664287;
Static;270;270;4;221;0.0769374;
Dynamic;270;270;4;221;0.0689848;
Guided;270;270;4;221;0.0681658;
Static;270;270;4;231;0.0715671;
Dynamic;270;270;4;231;0.0708514;
Guided;270;270;4;231;0.0710658;
Static;270;270;4;241;0.0748364;
Dynamic;270;270;4;241;0.0773951;
Guided;270;270;4;241;0.0805087;
Static;270;270;4;251;0.0805913;
Dynamic;270;270;4;251;0.0785454;
Guided;270;270;4;251;0.0769832;
Static;270;270;4;261;0.0803762;
Dynamic;270;270;4;261;0.0803501;
Guided;270;270;4;261;0.0813771;
Runtime;270;270;4;not defined;0.0218234;
Static;270;270;5;1;0.0174055;
Dynamic;270;270;5;1;0.0172205;
Guided;270;270;5;1;0.0169972;
Static;270;270;5;11;0.0175199;
Dynamic;270;270;5;11;0.0171408;
Guided;270;270;5;11;0.01752;
Static;270;270;5;21;0.0200523;
Dynamic;270;270;5;21;0.0201968;
Guided;270;270;5;21;0.0199519;
Static;270;270;5;31;0.0191507;
Dynamic;270;270;5;31;0.0191109;
Guided;270;270;5;31;0.0193657;
Static;270;270;5;41;0.0254815;
Dynamic;270;270;5;41;0.0254358;
Guided;270;270;5;41;0.0256968;
Static;270;270;5;51;0.0204933;
Dynamic;270;270;5;51;0.0203177;
Guided;270;270;5;51;0.0194372;
Static;270;270;5;61;0.019533;
Dynamic;270;270;5;61;0.019809;
Guided;270;270;5;61;0.0196388;
Static;270;270;5;71;0.023405;
Dynamic;270;270;5;71;0.0230747;
Guided;270;270;5;71;0.0232614;
Static;270;270;5;81;0.0266686;
Dynamic;270;270;5;81;0.026271;
Guided;270;270;5;81;0.0263243;
Static;270;270;5;91;0.0295725;
Dynamic;270;270;5;91;0.0294898;
Guided;270;270;5;91;0.0291346;
Static;270;270;5;101;0.0326263;
Dynamic;270;270;5;101;0.0313124;
Guided;270;270;5;101;0.0316847;
Static;270;270;5;111;0.0345875;
Dynamic;270;270;5;111;0.0347901;
Guided;270;270;5;111;0.0342843;
Static;270;270;5;121;0.0400033;
Dynamic;270;270;5;121;0.0386381;
Guided;270;270;5;121;0.037454;
Static;270;270;5;131;0.0405314;
Dynamic;270;270;5;131;0.042703;
Guided;270;270;5;131;0.0403676;
Static;270;270;5;141;0.0433014;
Dynamic;270;270;5;141;0.046193;
Guided;270;270;5;141;0.0445382;
Static;270;270;5;151;0.04934;
Dynamic;270;270;5;151;0.0465032;
Guided;270;270;5;151;0.046485;
Static;270;270;5;161;0.0526167;
Dynamic;270;270;5;161;0.0496078;
Guided;270;270;5;161;0.0495498;
Static;270;270;5;171;0.0524048;
Dynamic;270;270;5;171;0.0523682;
Guided;270;270;5;171;0.0526021;
Static;270;270;5;181;0.055935;
Dynamic;270;270;5;181;0.0556616;
Guided;270;270;5;181;0.0556338;
Static;270;270;5;191;0.0585922;
Dynamic;270;270;5;191;0.0588306;
Guided;270;270;5;191;0.0588801;
Static;270;270;5;201;0.0618028;
Dynamic;270;270;5;201;0.0614513;
Guided;270;270;5;201;0.0620502;
Static;270;270;5;211;0.0646596;
Dynamic;270;270;5;211;0.0646671;
Guided;270;270;5;211;0.0663417;
Static;270;270;5;221;0.0679;
Dynamic;270;270;5;221;0.0683443;
Guided;270;270;5;221;0.0679251;
Static;270;270;5;231;0.0710317;
Dynamic;270;270;5;231;0.0708257;
Guided;270;270;5;231;0.0715327;
Static;270;270;5;241;0.0741557;
Dynamic;270;270;5;241;0.0746653;
Guided;270;270;5;241;0.0756052;
Static;270;270;5;251;0.0769541;
Dynamic;270;270;5;251;0.0772576;
Guided;270;270;5;251;0.0774928;
Static;270;270;5;261;0.0800249;
Dynamic;270;270;5;261;0.0807064;
Guided;270;270;5;261;0.0812106;
Runtime;270;270;5;not defined;0.0170887;
Static;270;270;6;1;0.0145673;
Dynamic;270;270;6;1;0.0142043;
Guided;270;270;6;1;0.0142752;
Static;270;270;6;11;0.0153817;
Dynamic;270;270;6;11;0.015313;
Guided;270;270;6;11;0.0146844;
Static;270;270;6;21;0.0185296;
Dynamic;270;270;6;21;0.0185033;
Guided;270;270;6;21;0.016483;
Static;270;270;6;31;0.019376;
Dynamic;270;270;6;31;0.0194172;
Guided;270;270;6;31;0.020419;
Static;270;270;6;41;0.0202184;
Dynamic;270;270;6;41;0.0200337;
Guided;270;270;6;41;0.018852;
Static;270;270;6;51;0.018617;
Dynamic;270;270;6;51;0.0190601;
Guided;270;270;6;51;0.0172635;
Static;270;270;6;61;0.0189674;
Dynamic;270;270;6;61;0.0191967;
Guided;270;270;6;61;0.0206449;
Static;270;270;6;71;0.0222159;
Dynamic;270;270;6;71;0.0221948;
Guided;270;270;6;71;0.0222979;
Static;270;270;6;81;0.0254399;
Dynamic;270;270;6;81;0.0252773;
Guided;270;270;6;81;0.0255767;
Static;270;270;6;91;0.0285896;
Dynamic;270;270;6;91;0.0289311;
Guided;270;270;6;91;0.0284492;
Static;270;270;6;101;0.0316908;
Dynamic;270;270;6;101;0.0339153;
Guided;270;270;6;101;0.0365815;
Static;270;270;6;111;0.0347901;
Dynamic;270;270;6;111;0.0345376;
Guided;270;270;6;111;0.0353236;
Static;270;270;6;121;0.0377529;
Dynamic;270;270;6;121;0.0373502;
Guided;270;270;6;121;0.039832;
Static;270;270;6;131;0.042572;
Dynamic;270;270;6;131;0.0406422;
Guided;270;270;6;131;0.0456981;
Static;270;270;6;141;0.0443196;
Dynamic;270;270;6;141;0.0465867;
Guided;270;270;6;141;0.0451267;
Static;270;270;6;151;0.0470141;
Dynamic;270;270;6;151;0.052627;
Guided;270;270;6;151;0.0467124;
Static;270;270;6;161;0.0497646;
Dynamic;270;270;6;161;0.0505439;
Guided;270;270;6;161;0.0501284;
Static;270;270;6;171;0.0527681;
Dynamic;270;270;6;171;0.0547625;
Guided;270;270;6;171;0.054003;
Static;270;270;6;181;0.0571785;
Dynamic;270;270;6;181;0.0569491;
Guided;270;270;6;181;0.0573524;
Static;270;270;6;191;0.0593739;
Dynamic;270;270;6;191;0.0592685;
Guided;270;270;6;191;0.0586818;
Static;270;270;6;201;0.0663637;
Dynamic;270;270;6;201;0.0638018;
Guided;270;270;6;201;0.062529;
Static;270;270;6;211;0.066079;
Dynamic;270;270;6;211;0.0650042;
Guided;270;270;6;211;0.0649919;
Static;270;270;6;221;0.0729368;
Dynamic;270;270;6;221;0.077597;
Guided;270;270;6;221;0.0702137;
Static;270;270;6;231;0.0739549;
Dynamic;270;270;6;231;0.0719759;
Guided;270;270;6;231;0.0711444;
Static;270;270;6;241;0.0739232;
Dynamic;270;270;6;241;0.0750641;
Guided;270;270;6;241;0.0739328;
Static;270;270;6;251;0.0772207;
Dynamic;270;270;6;251;0.077672;
Guided;270;270;6;251;0.0770402;
Static;270;270;6;261;0.0817121;
Dynamic;270;270;6;261;0.0802712;
Guided;270;270;6;261;0.0817935;
Runtime;270;270;6;not defined;0.0155599;
Static;270;270;7;1;0.0127015;
Dynamic;270;270;7;1;0.0121603;
Guided;270;270;7;1;0.012133;
Static;270;270;7;11;0.0136364;
Dynamic;270;270;7;11;0.0136287;
Guided;270;270;7;11;0.0135947;
Static;270;270;7;21;0.0135675;
Dynamic;270;270;7;21;0.0193638;
Guided;270;270;7;21;0.0158821;
Static;270;270;7;31;0.0194961;
Dynamic;270;270;7;31;0.0193029;
Guided;270;270;7;31;0.0192039;
Static;270;270;7;41;0.015054;
Dynamic;270;270;7;41;0.0140857;
Guided;270;270;7;41;0.0135107;
Static;270;270;7;51;0.0188684;
Dynamic;270;270;7;51;0.0187666;
Guided;270;270;7;51;0.0191366;
Static;270;270;7;61;0.0200455;
Dynamic;270;270;7;61;0.0191165;
Guided;270;270;7;61;0.0213408;
Static;270;270;7;71;0.0221031;
Dynamic;270;270;7;71;0.0221916;
Guided;270;270;7;71;0.0292147;
Static;270;270;7;81;0.0255394;
Dynamic;270;270;7;81;0.0255165;
Guided;270;270;7;81;0.0303409;
Static;270;270;7;91;0.0285028;
Dynamic;270;270;7;91;0.0282131;
Guided;270;270;7;91;0.0283432;
Static;270;270;7;101;0.0319384;
Dynamic;270;270;7;101;0.0386229;
Guided;270;270;7;101;0.0320913;
Static;270;270;7;111;0.0356102;
Dynamic;270;270;7;111;0.0363475;
Guided;270;270;7;111;0.0348158;
Static;270;270;7;121;0.0384237;
Dynamic;270;270;7;121;0.040521;
Guided;270;270;7;121;0.0380244;
Static;270;270;7;131;0.0421495;
Dynamic;270;270;7;131;0.0413185;
Guided;270;270;7;131;0.0409376;
Static;270;270;7;141;0.044747;
Dynamic;270;270;7;141;0.0441211;
Guided;270;270;7;141;0.0437079;
Static;270;270;7;151;0.0470405;
Dynamic;270;270;7;151;0.0465262;
Guided;270;270;7;151;0.047118;
Static;270;270;7;161;0.0498317;
Dynamic;270;270;7;161;0.0518339;
Guided;270;270;7;161;0.0502358;
Static;270;270;7;171;0.0537901;
Dynamic;270;270;7;171;0.0536915;
Guided;270;270;7;171;0.0551261;
Static;270;270;7;181;0.0572109;
Dynamic;270;270;7;181;0.0573421;
Guided;270;270;7;181;0.0601962;
Static;270;270;7;191;0.0596536;
Dynamic;270;270;7;191;0.0603548;
Guided;270;270;7;191;0.0588628;
Static;270;270;7;201;0.0617117;
Dynamic;270;270;7;201;0.0648688;
Guided;270;270;7;201;0.0647619;
Static;270;270;7;211;0.0651591;
Dynamic;270;270;7;211;0.064666;
Guided;270;270;7;211;0.0648926;
Static;270;270;7;221;0.0677339;
Dynamic;270;270;7;221;0.068083;
Guided;270;270;7;221;0.0678931;
Static;270;270;7;231;0.0730088;
Dynamic;270;270;7;231;0.0716868;
Guided;270;270;7;231;0.0710468;
Static;270;270;7;241;0.074095;
Dynamic;270;270;7;241;0.0756474;
Guided;270;270;7;241;0.0743699;
Static;270;270;7;251;0.0784895;
Dynamic;270;270;7;251;0.0774748;
Guided;270;270;7;251;0.0772724;
Static;270;270;7;261;0.083078;
Dynamic;270;270;7;261;0.0890579;
Guided;270;270;7;261;0.0937497;
Runtime;270;270;7;not defined;0.0145992;
Static;270;270;8;1;0.0177188;
Dynamic;270;270;8;1;0.0143104;
Guided;270;270;8;1;0.0143695;
Static;270;270;8;11;0.0190603;
Dynamic;270;270;8;11;0.0122294;
Guided;270;270;8;11;0.0122817;
Static;270;270;8;21;0.0206524;
Dynamic;270;270;8;21;0.013234;
Guided;270;270;8;21;0.016717;
Static;270;270;8;31;0.0183963;
Dynamic;270;270;8;31;0.0167531;
Guided;270;270;8;31;0.0184075;
Static;270;270;8;41;0.0170304;
Dynamic;270;270;8;41;0.0190211;
Guided;270;270;8;41;0.0138011;
Static;270;270;8;51;0.0172733;
Dynamic;270;270;8;51;0.0171671;
Guided;270;270;8;51;0.0190299;
Static;270;270;8;61;0.0221539;
Dynamic;270;270;8;61;0.0266147;
Guided;270;270;8;61;0.0216174;
Static;270;270;8;71;0.0252452;
Dynamic;270;270;8;71;0.0233083;
Guided;270;270;8;71;0.0235552;
Static;270;270;8;81;0.033661;
Dynamic;270;270;8;81;0.0268294;
Guided;270;270;8;81;0.0338496;
Static;270;270;8;91;0.0309145;
Dynamic;270;270;8;91;0.0300167;
Guided;270;270;8;91;0.03195;
Static;270;270;8;101;0.0316765;
Dynamic;270;270;8;101;0.0319758;
Guided;270;270;8;101;0.0332697;
Static;270;270;8;111;0.0358205;
Dynamic;270;270;8;111;0.0359075;
Guided;270;270;8;111;0.0365386;
Static;270;270;8;121;0.0390429;
Dynamic;270;270;8;121;0.0413867;
Guided;270;270;8;121;0.0406324;
Static;270;270;8;131;0.0426128;
Dynamic;270;270;8;131;0.0417836;
Guided;270;270;8;131;0.0419147;
Static;270;270;8;141;0.0535286;
Dynamic;270;270;8;141;0.0471102;
Guided;270;270;8;141;0.0448735;
Static;270;270;8;151;0.0479413;
Dynamic;270;270;8;151;0.0466711;
Guided;270;270;8;151;0.0471654;
Static;270;270;8;161;0.0502069;
Dynamic;270;270;8;161;0.0499194;
Guided;270;270;8;161;0.0499041;
Static;270;270;8;171;0.0541441;
Dynamic;270;270;8;171;0.0528278;
Guided;270;270;8;171;0.0528287;
Static;270;270;8;181;0.0560809;
Dynamic;270;270;8;181;0.057263;
Guided;270;270;8;181;0.0557519;
Static;270;270;8;191;0.0595486;
Dynamic;270;270;8;191;0.0603333;
Guided;270;270;8;191;0.0619395;
Static;270;270;8;201;0.0628862;
Dynamic;270;270;8;201;0.0631565;
Guided;270;270;8;201;0.0658454;
Static;270;270;8;211;0.0677063;
Dynamic;270;270;8;211;0.0727323;
Guided;270;270;8;211;0.0662069;
Static;270;270;8;221;0.0689927;
Dynamic;270;270;8;221;0.0704307;
Guided;270;270;8;221;0.0678659;
Static;270;270;8;231;0.0712549;
Dynamic;270;270;8;231;0.0718652;
Guided;270;270;8;231;0.0715214;
Static;270;270;8;241;0.0742774;
Dynamic;270;270;8;241;0.074218;
Guided;270;270;8;241;0.074439;
Static;270;270;8;251;0.077992;
Dynamic;270;270;8;251;0.0775419;
Guided;270;270;8;251;0.0773653;
Static;270;270;8;261;0.0804042;
Dynamic;270;270;8;261;0.080371;
Guided;270;270;8;261;0.0803936;
Runtime;270;270;8;not defined;0.011347;
WithoutOmp;280;280;1;not defined;0.157625;
Static;280;280;1;1;0.100406;
Dynamic;280;280;1;1;0.108298;
Guided;280;280;1;1;0.107758;
Static;280;280;1;11;0.109645;
Dynamic;280;280;1;11;0.105073;
Guided;280;280;1;11;0.09906;
Static;280;280;1;21;0.107392;
Dynamic;280;280;1;21;0.106621;
Guided;280;280;1;21;0.104377;
Static;280;280;1;31;0.105232;
Dynamic;280;280;1;31;0.10144;
Guided;280;280;1;31;0.0980926;
Static;280;280;1;41;0.108477;
Dynamic;280;280;1;41;0.107131;
Guided;280;280;1;41;0.105415;
Static;280;280;1;51;0.104012;
Dynamic;280;280;1;51;0.10285;
Guided;280;280;1;51;0.0993719;
Static;280;280;1;61;0.108293;
Dynamic;280;280;1;61;0.107683;
Guided;280;280;1;61;0.101319;
Static;280;280;1;71;0.104908;
Dynamic;280;280;1;71;0.105482;
Guided;280;280;1;71;0.103917;
Static;280;280;1;81;0.108668;
Dynamic;280;280;1;81;0.101309;
Guided;280;280;1;81;0.104224;
Static;280;280;1;91;0.104452;
Dynamic;280;280;1;91;0.103356;
Guided;280;280;1;91;0.101728;
Static;280;280;1;101;0.101737;
Dynamic;280;280;1;101;0.100358;
Guided;280;280;1;101;0.0986704;
Static;280;280;1;111;0.105509;
Dynamic;280;280;1;111;0.105197;
Guided;280;280;1;111;0.101009;
Static;280;280;1;121;0.107224;
Dynamic;280;280;1;121;0.102751;
Guided;280;280;1;121;0.103007;
Static;280;280;1;131;0.100337;
Dynamic;280;280;1;131;0.10132;
Guided;280;280;1;131;0.105097;
Static;280;280;1;141;0.109965;
Dynamic;280;280;1;141;0.114117;
Guided;280;280;1;141;0.103331;
Static;280;280;1;151;0.115386;
Dynamic;280;280;1;151;0.105947;
Guided;280;280;1;151;0.104619;
Static;280;280;1;161;0.105157;
Dynamic;280;280;1;161;0.11303;
Guided;280;280;1;161;0.0994782;
Static;280;280;1;171;0.104889;
Dynamic;280;280;1;171;0.109283;
Guided;280;280;1;171;0.0989588;
Static;280;280;1;181;0.10469;
Dynamic;280;280;1;181;0.0994054;
Guided;280;280;1;181;0.0973584;
Static;280;280;1;191;0.103716;
Dynamic;280;280;1;191;0.109342;
Guided;280;280;1;191;0.101332;
Static;280;280;1;201;0.104034;
Dynamic;280;280;1;201;0.102807;
Guided;280;280;1;201;0.0996575;
Static;280;280;1;211;0.100398;
Dynamic;280;280;1;211;0.102608;
Guided;280;280;1;211;0.101249;
Static;280;280;1;221;0.10405;
Dynamic;280;280;1;221;0.100739;
Guided;280;280;1;221;0.0983587;
Static;280;280;1;231;0.112338;
Dynamic;280;280;1;231;0.106584;
Guided;280;280;1;231;0.0967992;
Static;280;280;1;241;0.108116;
Dynamic;280;280;1;241;0.0973053;
Guided;280;280;1;241;0.103396;
Static;280;280;1;251;0.107611;
Dynamic;280;280;1;251;0.111986;
Guided;280;280;1;251;0.100149;
Static;280;280;1;261;0.103485;
Dynamic;280;280;1;261;0.0974776;
Guided;280;280;1;261;0.100986;
Static;280;280;1;271;0.109768;
Dynamic;280;280;1;271;0.108175;
Guided;280;280;1;271;0.100938;
Runtime;280;280;1;not defined;0.0999673;
Static;280;280;2;1;0.0477969;
Dynamic;280;280;2;1;0.0491954;
Guided;280;280;2;1;0.047048;
Static;280;280;2;11;0.0544202;
Dynamic;280;280;2;11;0.0486928;
Guided;280;280;2;11;0.0491395;
Static;280;280;2;21;0.0538805;
Dynamic;280;280;2;21;0.051187;
Guided;280;280;2;21;0.0515816;
Static;280;280;2;31;0.0593812;
Dynamic;280;280;2;31;0.0540211;
Guided;280;280;2;31;0.0514096;
Static;280;280;2;41;0.0660909;
Dynamic;280;280;2;41;0.0547516;
